frame_index,class,p10,p11,p20,p21
2017,1,803,617,842,656
2017,2,835,622,868,661
2017,3,776,619,809,651
2017,4,777,622,813,662
2018,0,924,580,949,607
2018,1,803,617,842,656
2018,2,835,622,868,661
2018,3,776,619,809,651
2018,4,777,622,813,662
2019,0,924,580,949,607
2019,1,803,617,842,656
2019,2,835,622,868,661
2019,3,776,619,809,651
2019,4,777,622,813,662
2020,0,924,580,949,607
2020,1,803,617,842,656
2020,2,835,622,868,661
2020,3,776,619,809,651
2020,4,777,622,813,662
2021,0,924,580,949,607
2021,1,803,617,842,656
2021,2,835,622,868,661
2021,3,777,619,810,651
2021,4,777,622,813,662
2022,0,924,580,949,607
2022,1,803,617,842,656
2022,2,835,622,868,661
2022,3,777,619,810,651
2022,4,777,622,813,662
2023,0,924,580,949,607
2023,1,802,617,841,656
2023,2,835,622,868,661
2023,3,777,619,810,651
2023,4,777,622,813,662
2024,0,924,580,949,607
2024,1,802,617,841,656
2024,2,835,622,868,661
2024,3,777,619,810,651
2024,4,777,622,813,662
2025,0,924,581,949,608
2025,1,802,617,841,656
2025,2,835,622,868,661
2025,3,777,619,810,651
2025,4,777,622,813,662
2026,0,924,581,949,608
2026,1,802,617,841,656
2026,2,835,622,868,661
2026,3,777,619,810,651
2026,4,777,622,813,662
2027,0,925,581,950,608
2027,1,802,617,841,656
2027,2,835,622,868,661
2027,3,778,619,811,651
2027,4,777,622,813,662
2028,0,925,581,950,608
2028,1,802,617,841,656
2028,2,835,622,868,661
2028,3,778,619,811,651
2028,4,777,622,813,662
2029,0,925,581,950,608
2029,1,802,617,841,656
2029,2,835,621,868,660
2029,3,778,619,811,651
2029,4,777,622,813,662
2030,0,925,581,950,608
2030,1,802,617,841,656
2030,2,835,621,868,660
2030,3,778,619,811,651
2030,4,777,622,813,662
2031,0,925,581,950,608
2031,1,802,617,841,656
2031,2,835,621,868,660
2031,3,778,619,811,651
2031,4,777,622,813,662
2032,0,925,581,950,608
2032,1,802,617,841,656
2032,2,835,622,868,660
2032,3,778,619,811,651
2032,4,777,622,813,662
2033,0,925,581,950,608
2033,1,802,617,841,656
2033,2,835,622,868,660
2033,3,778,619,811,651
2033,4,777,622,813,662
2034,0,925,581,950,608
2034,1,802,617,841,656
2034,2,835,622,868,660
2034,3,779,619,812,651
2034,4,777,622,813,662
2035,0,925,581,950,608
2035,1,802,617,841,656
2035,2,835,622,868,660
2035,3,779,619,812,651
2035,4,777,622,813,662
2036,0,926,581,951,608
2036,1,802,617,841,656
2036,2,835,622,868,660
2036,3,779,619,812,651
2036,4,777,622,813,662
2037,0,926,581,951,608
2037,1,802,617,841,656
2037,2,835,622,868,660
2037,3,779,618,812,651
2037,4,777,622,813,662
2038,0,926,581,951,608
2038,1,802,617,841,656
2038,2,835,622,868,660
2038,3,779,618,812,651
2038,4,777,622,813,662
2039,0,926,581,951,608
2039,1,802,617,841,656
2039,2,835,622,868,660
2039,3,779,618,812,651
2039,4,777,622,813,662
2040,0,926,581,951,608
2040,1,802,617,841,656
2040,2,835,622,868,660
2040,3,779,618,812,651
2040,4,777,622,813,662
2041,0,926,581,951,608
2041,1,802,617,841,656
2041,2,835,622,868,660
2041,3,780,618,813,651
2041,4,777,622,813,662
2042,0,926,581,951,608
2042,1,802,617,841,656
2042,2,835,622,868,660
2042,3,780,618,813,651
2042,4,777,622,813,662
2043,0,926,581,951,608
2043,1,802,617,841,656
2043,2,835,622,868,660
2043,3,780,618,813,651
2043,4,777,622,813,662
2044,0,926,581,951,608
2044,1,802,617,841,656
2044,2,835,622,868,660
2044,3,781,618,813,651
2044,4,776,622,812,662
2045,0,926,582,951,609
2045,1,802,617,841,656
2045,2,835,622,868,660
2045,3,781,618,813,651
2045,4,776,622,812,662
2046,0,927,582,952,609
2046,1,802,617,841,656
2046,2,835,622,868,660
2046,3,781,618,813,651
2046,4,776,622,812,662
2047,0,927,582,952,609
2047,1,802,617,841,656
2047,2,835,622,868,660
2047,3,781,618,813,651
2047,4,776,622,812,662
2048,0,927,582,952,609
2048,1,802,617,841,656
2048,2,835,622,868,660
2048,3,782,618,814,651
2048,4,776,622,812,662
2049,0,927,582,952,609
2049,1,802,617,841,656
2049,2,835,622,868,660
2049,3,782,618,814,651
2049,4,776,622,812,662
2050,0,927,582,952,609
2050,1,802,616,841,656
2050,2,835,622,868,660
2050,3,782,618,814,651
2050,4,776,622,812,662
2051,0,927,582,952,609
2051,1,802,616,841,656
2051,2,835,622,868,660
2051,3,782,618,814,651
2051,4,776,622,812,662
2052,0,927,582,952,609
2052,1,802,616,841,656
2052,2,835,622,868,660
2052,3,782,618,814,651
2052,4,776,622,812,662
2053,0,927,582,952,609
2053,1,802,616,841,656
2053,2,835,622,868,660
2053,3,782,618,814,651
2053,4,776,622,812,662
2054,0,927,582,952,609
2054,1,802,616,841,656
2054,2,835,622,868,660
2054,3,782,618,814,651
2054,4,776,622,812,662
2055,0,927,582,952,609
2055,1,802,616,841,656
2055,2,835,622,868,660
2055,3,783,618,815,651
2055,4,776,622,812,662
2056,0,928,582,953,609
2056,1,802,616,841,656
2056,2,835,622,868,660
2056,3,783,618,815,651
2056,4,776,622,812,662
2057,0,928,582,953,609
2057,1,802,616,841,656
2057,2,835,622,868,660
2057,3,783,618,815,651
2057,4,776,622,812,662
2058,0,928,582,953,609
2058,1,802,616,841,656
2058,2,835,622,868,660
2058,3,783,618,815,651
2058,4,776,622,812,662
2059,0,928,582,953,609
2059,1,802,616,841,656
2059,2,835,622,868,660
2059,3,783,618,815,651
2059,4,776,622,812,662
2060,0,928,582,953,609
2060,1,802,616,841,656
2060,2,835,622,868,660
2060,3,783,618,815,651
2060,4,776,622,812,662
2061,0,928,582,953,609
2061,1,803,617,841,657
2061,2,835,622,868,660
2061,3,783,618,815,651
2061,4,776,622,812,662
2062,0,928,582,953,609
2062,1,803,617,841,657
2062,2,835,622,868,660
2062,3,784,618,816,651
2062,4,776,622,812,662
2063,0,928,582,953,609
2063,1,803,617,841,657
2063,2,835,622,868,660
2063,3,784,618,816,651
2063,4,776,622,812,662
2064,0,928,582,953,609
2064,1,803,617,841,657
2064,2,835,622,868,660
2064,3,784,618,816,651
2064,4,776,622,812,662
2065,0,928,583,953,610
2065,1,803,617,841,657
2065,2,835,622,868,660
2065,3,784,618,816,651
2065,4,776,622,812,662
2066,0,929,583,954,610
2066,1,803,617,841,657
2066,2,835,622,868,660
2066,3,784,618,816,651
2066,4,776,622,812,662
2067,0,929,583,954,610
2067,1,803,617,841,657
2067,2,835,622,868,660
2067,3,784,618,816,651
2067,4,776,622,812,662
2068,0,929,583,954,610
2068,1,803,617,841,657
2068,2,835,622,868,660
2068,3,784,618,816,651
2068,4,776,622,812,662
2069,0,929,583,954,610
2069,1,803,617,841,657
2069,2,835,622,868,660
2069,3,785,618,817,651
2069,4,776,622,812,662
2070,0,929,583,954,610
2070,1,803,617,841,657
2070,2,835,622,868,660
2070,3,785,618,817,651
2070,4,776,622,812,662
2071,0,929,582,954,610
2071,1,803,617,841,657
2071,2,835,622,868,660
2071,3,785,618,817,651
2071,4,776,622,812,662
2072,0,929,582,954,610
2072,1,803,617,841,657
2072,2,835,622,868,660
2072,3,785,618,817,651
2072,4,776,622,812,662
2073,0,929,582,954,610
2073,1,803,617,841,657
2073,2,835,622,868,660
2073,3,785,618,817,651
2073,4,776,622,812,662
2074,0,929,582,954,610
2074,1,803,617,841,657
2074,2,835,622,868,660
2074,3,785,618,817,651
2074,4,776,622,812,662
2075,0,929,582,954,610
2075,1,803,617,841,657
2075,2,835,622,868,660
2075,3,785,618,817,651
2075,4,776,622,812,662
2076,0,930,582,955,610
2076,1,803,617,841,657
2076,2,835,622,868,660
2076,3,786,618,818,651
2076,4,776,622,812,662
2077,0,930,582,955,610
2077,1,803,617,841,657
2077,2,835,622,868,660
2077,3,786,618,818,651
2077,4,776,622,812,662
2078,0,930,582,955,610
2078,1,803,617,841,657
2078,2,835,622,868,660
2078,3,786,618,818,651
2078,4,776,622,812,662
2079,0,930,582,955,610
2079,1,803,617,841,657
2079,2,835,622,868,660
2079,3,786,618,818,651
2079,4,776,622,812,662
2080,0,930,582,955,610
2080,1,803,617,841,657
2080,2,835,622,868,660
2080,3,786,618,818,651
2080,4,776,622,812,662
2081,0,930,582,955,610
2081,1,803,617,841,657
2081,2,835,622,868,660
2081,3,786,618,818,651
2081,4,776,622,812,662
2082,0,930,582,955,610
2082,1,803,617,841,657
2082,2,835,622,868,660
2082,3,786,618,818,651
2082,4,776,622,812,662
2083,0,930,582,955,610
2083,1,803,617,841,657
2083,2,835,622,868,660
2083,3,787,618,819,651
2083,4,776,622,812,662
2084,0,930,582,955,610
2084,1,803,617,841,657
2084,2,835,622,868,660
2084,3,787,618,819,651
2084,4,776,622,812,662
2085,0,930,583,955,611
2085,1,803,617,841,657
2085,2,835,622,868,660
2085,3,787,618,819,651
2085,4,776,622,812,662
2086,0,931,583,956,611
2086,1,803,617,841,657
2086,2,835,622,868,660
2086,3,787,618,819,651
2086,4,776,622,812,662
2087,0,931,583,956,611
2087,1,803,617,841,657
2087,2,835,622,868,660
2087,3,787,618,819,651
2087,4,776,622,812,662
2088,0,931,583,956,611
2088,1,803,617,841,657
2088,2,835,622,868,660
2088,3,787,618,819,651
2088,4,776,622,812,662
2089,0,931,583,956,611
2089,1,803,617,841,657
2089,2,835,622,868,660
2089,3,787,618,819,651
2089,4,776,622,812,662
2090,0,931,583,956,611
2090,1,803,617,841,657
2090,2,835,622,868,660
2090,3,788,618,820,651
2090,4,776,622,812,662
2091,0,931,583,956,611
2091,1,803,617,841,657
2091,2,835,622,868,660
2091,3,788,618,820,651
2091,4,776,622,812,662
2092,0,931,583,956,611
2092,1,803,617,841,657
2092,2,835,622,868,660
2092,3,788,618,820,651
2092,4,776,622,812,662
2093,0,931,583,956,611
2093,1,803,617,841,657
2093,2,835,622,868,660
2093,3,788,618,820,651
2093,4,777,622,812,662
2094,0,931,583,956,611
2094,1,803,617,841,657
2094,2,835,622,868,660
2094,3,788,618,820,651
2094,4,777,622,812,662
2095,0,931,583,956,611
2095,1,803,617,841,657
2095,2,835,622,868,660
2095,3,788,618,820,651
2095,4,777,622,812,662
2096,0,932,583,957,611
2096,1,803,617,841,657
2096,2,835,622,868,660
2096,3,788,618,820,651
2096,4,777,622,812,662
2097,0,932,583,957,611
2097,1,803,617,841,657
2097,2,835,622,868,660
2097,3,789,618,821,651
2097,4,777,622,812,662
2098,0,932,583,957,611
2098,1,803,617,841,657
2098,2,835,622,868,660
2098,3,789,618,821,651
2098,4,777,622,812,662
2099,0,932,583,957,611
2099,1,803,617,841,657
2099,2,835,622,868,660
2099,3,789,618,821,651
2099,4,777,622,812,662
2100,0,932,583,957,611
2100,1,803,617,841,657
2100,2,835,622,868,660
2100,3,789,618,821,651
2100,4,777,622,812,662
2101,0,932,583,957,611
2101,1,803,617,841,657
2101,2,835,622,868,660
2101,3,789,618,821,651
2101,4,777,622,812,662
2102,0,932,583,957,611
2102,1,803,617,841,657
2102,2,835,622,868,660
2102,3,789,618,821,651
2102,4,777,622,812,662
2103,0,932,583,957,611
2103,1,803,617,841,657
2103,2,835,622,868,660
2103,3,789,618,821,651
2103,4,777,622,812,662
2104,0,932,583,957,611
2104,1,803,617,841,657
2104,2,835,622,868,660
2104,3,790,618,822,651
2104,4,777,622,812,662
2105,0,932,584,957,612
2105,1,803,617,841,657
2105,2,835,622,868,660
2105,3,790,618,822,651
2105,4,777,622,812,662
2106,0,933,584,958,612
2106,1,803,617,841,657
2106,2,835,622,868,660
2106,3,790,618,822,651
2106,4,777,622,812,662
2107,0,933,584,958,612
2107,1,803,617,841,657
2107,2,835,622,868,660
2107,3,790,618,822,651
2107,4,777,622,812,662
2108,0,933,584,958,612
2108,1,803,617,841,657
2108,2,835,622,868,660
2108,3,790,618,822,651
2108,4,777,622,812,662
2109,0,933,584,958,612
2109,1,803,617,841,657
2109,2,835,622,868,660
2109,3,790,618,822,651
2109,4,777,622,812,662
2110,0,933,584,958,612
2110,1,803,617,841,657
2110,2,835,622,868,660
2110,3,790,618,822,651
2110,4,777,622,812,662
2111,0,933,584,958,612
2111,1,803,617,841,657
2111,2,835,622,868,660
2111,3,791,618,823,651
2111,4,777,622,812,662
2112,0,933,584,958,612
2112,1,803,617,841,657
2112,2,835,622,868,660
2112,3,791,618,823,651
2112,4,777,622,812,662
2113,0,933,584,958,612
2113,1,803,617,841,657
2113,2,835,622,868,660
2113,3,791,618,823,651
2113,4,777,622,812,662
2114,0,933,584,958,612
2114,1,803,617,841,657
2114,2,835,622,868,660
2114,3,791,618,823,651
2114,4,777,622,812,662
2115,0,933,584,958,612
2115,1,803,617,841,657
2115,2,835,622,868,660
2115,3,791,618,823,651
2115,4,777,622,812,662
2116,0,934,584,959,612
2116,1,803,617,841,657
2116,2,835,622,868,660
2116,3,791,618,823,651
2116,4,777,622,812,662
2117,0,934,584,959,612
2117,1,803,617,841,657
2117,2,835,622,868,660
2117,3,791,617,823,650
2117,4,777,622,812,662
2118,0,934,584,959,612
2118,1,803,617,841,657
2118,2,835,622,868,660
2118,3,791,617,823,650
2118,4,777,622,812,662
2119,0,934,584,959,612
2119,1,803,617,841,657
2119,2,835,622,868,660
2119,3,792,617,824,650
2119,4,777,622,812,662
2120,0,934,584,959,612
2120,1,803,617,841,657
2120,2,835,622,868,660
2120,3,792,617,824,650
2120,4,777,622,812,662
2121,0,934,584,959,612
2121,1,803,617,841,657
2121,2,835,622,868,660
2121,3,792,617,824,650
2121,4,777,622,812,662
2122,0,934,584,959,612
2122,1,803,617,841,657
2122,2,835,622,868,660
2122,3,792,617,824,650
2122,4,777,622,812,662
2123,0,934,584,959,612
2123,1,803,617,841,657
2123,2,835,622,868,660
2123,3,792,617,824,650
2123,4,777,622,812,662
2124,0,934,584,959,612
2124,1,803,617,841,657
2124,2,835,622,868,660
2124,3,792,617,824,650
2124,4,777,622,812,662
2125,0,934,585,959,613
2125,1,803,617,841,657
2125,2,835,622,868,660
2125,3,792,617,824,650
2125,4,777,622,812,662
2126,0,935,585,960,613
2126,1,803,617,841,657
2126,2,835,622,868,660
2126,3,793,617,825,650
2126,4,777,622,812,662
2127,0,935,585,960,613
2127,1,803,617,841,657
2127,2,835,622,868,660
2127,3,793,617,825,650
2127,4,777,622,812,662
2128,0,935,585,960,613
2128,1,803,617,841,657
2128,2,835,622,868,660
2128,3,793,617,825,650
2128,4,777,622,812,662
2129,0,935,585,960,613
2129,1,803,617,841,657
2129,2,835,622,868,660
2129,3,793,617,825,650
2129,4,777,622,812,662
2130,0,935,585,960,613
2130,1,803,617,841,657
2130,2,835,622,868,660
2130,3,793,617,825,650
2130,4,777,622,812,662
2131,0,935,585,960,613
2131,1,803,617,841,657
2131,2,835,622,868,660
2131,3,793,617,825,650
2131,4,777,622,812,662
2132,0,935,585,960,613
2132,1,804,617,841,657
2132,2,835,622,868,660
2132,3,793,617,825,650
2132,4,777,622,812,662
2133,0,935,585,960,613
2133,1,804,617,841,657
2133,2,835,622,868,660
2133,3,794,617,826,650
2133,4,777,622,812,662
2134,0,935,585,960,613
2134,1,804,617,841,657
2134,2,835,622,868,660
2134,3,794,617,826,650
2134,4,777,622,812,662
2135,0,935,585,960,613
2135,1,804,617,841,657
2135,2,835,622,868,660
2135,3,794,617,826,650
2135,4,777,622,812,662
2136,0,936,585,961,613
2136,1,804,617,841,657
2136,2,835,622,868,660
2136,3,794,617,826,650
2136,4,777,622,812,662
2137,0,936,585,961,613
2137,1,804,617,841,657
2137,2,835,622,868,660
2137,3,794,617,826,650
2137,4,777,622,812,662
2138,0,936,585,961,613
2138,1,804,617,841,657
2138,2,835,622,868,660
2138,3,794,617,826,650
2138,4,777,622,812,662
2139,0,936,585,961,613
2139,1,804,617,841,657
2139,2,835,622,868,660
2139,3,794,617,826,650
2139,4,777,622,812,662
2140,0,936,585,961,613
2140,1,804,617,841,657
2140,2,835,622,868,660
2140,3,794,617,826,650
2140,4,777,622,812,662
2141,0,936,585,961,613
2141,1,804,617,841,657
2141,2,835,622,868,660
2141,3,795,617,827,650
2141,4,777,622,812,662
2142,0,936,585,961,613
2142,1,804,617,841,657
2142,2,835,622,868,660
2142,3,795,617,827,650
2142,4,777,622,812,662
2143,0,936,585,961,613
2143,1,804,617,841,657
2143,2,835,622,868,660
2143,3,795,617,827,650
2143,4,777,622,812,662
2144,0,936,585,961,613
2144,1,804,617,841,657
2144,2,835,622,868,660
2144,3,795,617,827,650
2144,4,777,622,812,662
2145,0,936,585,961,613
2145,1,804,617,841,657
2145,2,835,622,868,660
2145,3,795,617,827,650
2145,4,777,622,812,662
2146,0,937,586,962,614
2146,1,804,617,841,657
2146,2,835,622,868,660
2146,3,795,617,827,650
2146,4,777,622,812,662
2147,0,937,586,962,614
2147,1,804,617,841,657
2147,2,835,622,868,660
2147,3,795,617,827,650
2147,4,777,622,812,662
2148,0,937,586,962,614
2148,1,804,617,841,657
2148,2,835,622,868,660
2148,3,796,617,828,650
2148,4,777,622,812,662
2149,0,937,586,962,614
2149,1,804,617,841,657
2149,2,835,622,868,660
2149,3,796,617,828,650
2149,4,777,622,812,662
2150,0,937,586,962,614
2150,1,804,617,841,657
2150,2,835,622,868,660
2150,3,796,617,828,650
2150,4,777,622,812,662
2151,0,937,586,962,614
2151,1,804,617,841,657
2151,2,835,622,868,660
2151,3,796,617,828,650
2151,4,777,622,812,662
2152,0,937,586,962,614
2152,1,804,617,841,657
2152,2,835,622,868,660
2152,3,796,617,828,650
2152,4,777,622,812,662
2153,0,937,586,962,614
2153,1,804,617,841,657
2153,2,835,622,868,660
2153,3,796,617,828,650
2153,4,777,622,812,662
2154,0,937,586,962,614
2154,1,804,617,841,657
2154,2,835,622,868,660
2154,3,796,617,828,650
2154,4,777,622,812,662
2155,0,937,586,962,614
2155,1,804,617,841,657
2155,2,835,622,868,660
2155,3,797,617,829,650
2155,4,777,622,812,662
2156,0,938,586,963,614
2156,1,804,618,841,658
2156,2,835,622,868,660
2156,3,797,617,829,650
2156,4,777,622,812,662
2157,0,938,586,963,614
2157,1,804,618,841,658
2157,2,835,622,868,660
2157,3,797,617,829,650
2157,4,777,622,812,662
2158,0,938,586,963,614
2158,1,804,618,841,658
2158,2,835,622,868,660
2158,3,797,617,829,650
2158,4,777,622,812,662
2159,0,938,586,963,614
2159,1,804,618,841,658
2159,2,835,622,868,660
2159,3,797,617,829,650
2159,4,777,622,812,662
2160,0,938,586,963,614
2160,1,804,618,841,658
2160,2,835,622,868,660
2160,3,797,617,829,650
2160,4,777,622,812,662
2161,0,938,586,963,614
2161,1,804,618,841,658
2161,2,835,622,868,660
2161,3,797,617,829,650
2161,4,777,622,812,662
2162,0,938,586,963,614
2162,1,804,618,841,658
2162,2,835,622,868,660
2162,3,797,617,829,650
2162,4,777,622,812,662
2163,0,938,586,963,614
2163,1,804,618,841,658
2163,2,835,622,868,660
2163,3,798,617,830,650
2163,4,777,622,812,662
2164,0,938,586,963,614
2164,1,804,618,841,658
2164,2,835,622,868,660
2164,3,798,617,830,650
2164,4,777,622,812,662
2165,0,938,586,963,614
2165,1,804,618,841,658
2165,2,835,622,868,660
2165,3,798,617,830,650
2165,4,777,622,812,662
2166,0,939,587,964,615
2166,1,804,618,841,658
2166,2,835,622,868,660
2166,3,798,617,830,650
2166,4,777,622,812,662
2167,0,939,587,964,615
2167,1,804,618,841,658
2167,2,835,622,868,660
2167,3,798,617,830,650
2167,4,777,622,812,662
2168,0,939,587,964,615
2168,1,804,618,841,658
2168,2,835,622,868,660
2168,3,798,617,830,650
2168,4,777,622,812,662
2169,0,939,587,964,615
2169,1,804,618,841,658
2169,2,835,622,868,660
2169,3,798,617,830,650
2169,4,777,622,812,662
2170,0,939,587,964,615
2170,1,804,618,841,658
2170,2,835,622,868,660
2170,3,798,617,830,650
2170,4,777,622,812,662
2171,0,939,587,964,615
2171,1,804,618,841,658
2171,2,835,622,868,660
2171,3,800,617,831,650
2171,4,777,622,812,662
2172,0,939,587,964,615
2172,1,804,618,841,658
2172,2,835,622,868,660
2172,3,800,617,831,650
2172,4,777,622,812,662
2173,0,939,587,964,615
2173,1,804,618,841,658
2173,2,835,622,868,660
2173,3,800,617,831,650
2173,4,777,622,812,662
2174,0,939,586,964,615
2174,1,804,618,841,658
2174,2,835,622,868,660
2174,3,800,617,831,650
2174,4,777,622,812,662
2175,0,939,586,964,615
2175,1,804,618,841,658
2175,2,835,622,868,660
2175,3,800,617,831,650
2175,4,777,622,812,662
2176,0,940,586,965,615
2176,1,804,618,841,658
2176,2,835,622,868,660
2176,3,800,617,831,650
2176,4,777,622,812,662
2177,0,940,586,965,615
2177,1,804,618,841,658
2177,2,835,622,868,660
2177,3,800,617,831,650
2177,4,777,622,812,662
2178,0,940,586,965,615
2178,1,804,618,841,658
2178,2,835,622,868,660
2178,3,801,617,832,650
2178,4,777,622,812,662
2179,0,940,586,965,615
2179,1,804,618,841,658
2179,2,836,622,868,660
2179,3,801,617,832,650
2179,4,778,622,812,662
2180,0,940,586,965,615
2180,1,804,618,841,658
2180,2,836,622,868,660
2180,3,801,617,832,650
2180,4,778,622,812,662
2181,0,940,586,965,615
2181,1,804,618,841,658
2181,2,836,622,868,660
2181,3,801,617,832,650
2181,4,778,622,812,662
2182,0,940,586,965,615
2182,1,804,618,841,658
2182,2,836,622,868,660
2182,3,801,617,832,650
2182,4,778,622,812,662
2183,0,940,586,965,615
2183,1,804,618,841,658
2183,2,836,622,868,660
2183,3,801,617,832,650
2183,4,778,622,812,662
2184,0,940,586,965,615
2184,1,804,618,841,658
2184,2,836,622,868,660
2184,3,801,617,832,650
2184,4,778,622,812,662
2185,0,940,586,965,615
2185,1,804,618,841,658
2185,2,836,622,868,660
2185,3,801,617,832,650
2185,4,778,622,812,662
2186,0,941,587,966,616
2186,1,804,618,841,658
2186,2,836,622,868,660
2186,3,802,617,833,650
2186,4,778,622,812,662
2187,0,940,587,966,616
2187,1,804,618,841,658
2187,2,836,622,868,660
2187,3,802,617,833,650
2187,4,778,622,812,662
2188,0,940,587,966,616
2188,1,804,618,841,658
2188,2,836,622,868,660
2188,3,802,617,833,650
2188,4,777,622,811,662
2189,0,940,587,966,616
2189,1,804,618,841,658
2189,2,836,622,868,660
2189,3,802,617,833,650
2189,4,777,622,811,662
2190,0,940,587,966,616
2190,1,804,618,841,658
2190,2,836,622,868,660
2190,3,802,617,833,650
2190,4,777,622,811,662
2191,0,940,587,966,616
2191,1,804,618,841,658
2191,2,836,622,868,660
2191,3,802,617,833,650
2191,4,777,622,811,662
2192,0,940,587,966,616
2192,1,804,618,841,658
2192,2,836,622,868,660
2192,3,802,617,833,650
2192,4,777,622,811,662
2193,0,940,587,966,616
2193,1,804,618,841,658
2193,2,836,622,868,660
