,Propositions
882,"blue = 30, green = 30, red = 40"
883,"blue = 30, green = 40, red = 40"
884,"blue = 30, green = 50, red = 40"
885,"blue = 30, purple = 10, red = 40"
886,"blue = 30, purple = 20, red = 40"
887,"blue = 30, purple = 30, red = 40"
888,"blue = 30, purple = 40, red = 40"
889,"blue = 30, purple = 50, red = 40"
890,"blue = 30, red = 40, yellow = 10"
891,"blue = 30, red = 40, yellow = 20"
892,"blue = 30, red = 40, yellow = 30"
893,"blue = 30, red = 40, yellow = 40"
894,"blue = 30, red = 40, yellow = 50"
895,"blue = 40, green = 10, red = 40"
896,"blue = 40, green = 20, red = 40"
897,"blue = 40, green = 30, red = 40"
898,"blue = 40, green = 40, red = 40"
899,"blue = 40, green = 50, red = 40"
900,"blue = 40, purple = 10, red = 40"
901,"blue = 40, purple = 20, red = 40"
902,"blue = 40, purple = 30, red = 40"
903,"blue = 40, purple = 40, red = 40"
904,"blue = 40, purple = 50, red = 40"
905,"blue = 40, red = 40, yellow = 10"
906,"blue = 40, red = 40, yellow = 20"
907,"blue = 40, red = 40, yellow = 30"
908,"blue = 40, red = 40, yellow = 40"
909,"blue = 40, red = 40, yellow = 50"
910,"blue = 50, green = 10, red = 40"
911,"blue = 50, green = 20, red = 40"
912,"blue = 50, green = 30, red = 40"
913,"blue = 50, green = 40, red = 40"
914,"blue = 50, green = 50, red = 40"
915,"blue = 50, purple = 10, red = 40"
916,"blue = 50, purple = 20, red = 40"
917,"blue = 50, purple = 30, red = 40"
918,"blue = 50, purple = 40, red = 40"
919,"blue = 50, purple = 50, red = 40"
920,"blue = 50, red = 40, yellow = 10"
921,"blue = 50, red = 40, yellow = 20"
922,"blue = 50, red = 40, yellow = 30"
923,"blue = 50, red = 40, yellow = 40"
924,"blue = 50, red = 40, yellow = 50"
925,"green = 10, purple = 10, red = 40"
926,"green = 10, purple = 20, red = 40"
927,"green = 10, purple = 30, red = 40"
928,"green = 10, purple = 40, red = 40"
929,"green = 10, purple = 50, red = 40"
930,"green = 10, red = 40, yellow = 10"
931,"green = 10, red = 40, yellow = 20"
932,"green = 10, red = 40, yellow = 30"
933,"green = 10, red = 40, yellow = 40"
934,"green = 10, red = 40, yellow = 50"
935,"green = 20, purple = 10, red = 40"
936,"green = 20, purple = 20, red = 40"
937,"green = 20, purple = 30, red = 40"
938,"green = 20, purple = 40, red = 40"
939,"green = 20, purple = 50, red = 40"
940,"green = 20, red = 40, yellow = 10"
941,"green = 20, red = 40, yellow = 20"
942,"green = 20, red = 40, yellow = 30"
943,"green = 20, red = 40, yellow = 40"
944,"green = 20, red = 40, yellow = 50"
945,"green = 30, purple = 10, red = 40"
946,"green = 30, purple = 20, red = 40"
947,"green = 30, purple = 30, red = 40"
948,"green = 30, purple = 40, red = 40"
949,"green = 30, purple = 50, red = 40"
950,"green = 30, red = 40, yellow = 10"
951,"green = 30, red = 40, yellow = 20"
952,"green = 30, red = 40, yellow = 30"
953,"green = 30, red = 40, yellow = 40"
954,"green = 30, red = 40, yellow = 50"
955,"green = 40, purple = 10, red = 40"
956,"green = 40, purple = 20, red = 40"
957,"green = 40, purple = 30, red = 40"
958,"green = 40, purple = 40, red = 40"
959,"green = 40, purple = 50, red = 40"
960,"green = 40, red = 40, yellow = 10"
961,"green = 40, red = 40, yellow = 20"
962,"green = 40, red = 40, yellow = 30"
963,"green = 40, red = 40, yellow = 40"
964,"green = 40, red = 40, yellow = 50"
965,"green = 50, purple = 10, red = 40"
966,"green = 50, purple = 20, red = 40"
967,"green = 50, purple = 30, red = 40"
968,"green = 50, purple = 40, red = 40"
969,"green = 50, purple = 50, red = 40"
970,"green = 50, red = 40, yellow = 10"
971,"green = 50, red = 40, yellow = 20"
972,"green = 50, red = 40, yellow = 30"
973,"green = 50, red = 40, yellow = 40"
974,"green = 50, red = 40, yellow = 50"
975,"purple = 10, red = 40, yellow = 10"
976,"purple = 10, red = 40, yellow = 20"
977,"purple = 10, red = 40, yellow = 30"
978,"purple = 10, red = 40, yellow = 40"
979,"purple = 10, red = 40, yellow = 50"
980,"purple = 20, red = 40, yellow = 10"
981,"purple = 20, red = 40, yellow = 20"
982,"purple = 20, red = 40, yellow = 30"
983,"purple = 20, red = 40, yellow = 40"
984,"purple = 20, red = 40, yellow = 50"
985,"purple = 30, red = 40, yellow = 10"
986,"purple = 30, red = 40, yellow = 20"
987,"purple = 30, red = 40, yellow = 30"
988,"purple = 30, red = 40, yellow = 40"
989,"purple = 30, red = 40, yellow = 50"
990,"purple = 40, red = 40, yellow = 10"
991,"purple = 40, red = 40, yellow = 20"
992,"purple = 40, red = 40, yellow = 30"
993,"purple = 40, red = 40, yellow = 40"
994,"purple = 40, red = 40, yellow = 50"
995,"purple = 50, red = 40, yellow = 10"
996,"purple = 50, red = 40, yellow = 20"
997,"purple = 50, red = 40, yellow = 30"
998,"purple = 50, red = 40, yellow = 40"
999,"purple = 50, red = 40, yellow = 50"
1000,"blue = 10, green = 10, red = 50"
1001,"blue = 10, green = 20, red = 50"
1002,"blue = 10, green = 30, red = 50"
1003,"blue = 10, green = 40, red = 50"
1004,"blue = 10, green = 50, red = 50"
1005,"blue = 10, purple = 10, red = 50"
1006,"blue = 10, purple = 20, red = 50"
1007,"blue = 10, purple = 30, red = 50"
1008,"blue = 10, purple = 40, red = 50"
1009,"blue = 10, purple = 50, red = 50"
1010,"blue = 10, red = 50, yellow = 10"
1011,"blue = 10, red = 50, yellow = 20"
1012,"blue = 10, red = 50, yellow = 30"
1013,"blue = 10, red = 50, yellow = 40"
1014,"blue = 10, red = 50, yellow = 50"
1015,"blue = 20, green = 10, red = 50"
1016,"blue = 20, green = 20, red = 50"
1017,"blue = 20, green = 30, red = 50"
1018,"blue = 20, green = 40, red = 50"
1019,"blue = 20, green = 50, red = 50"
1020,"blue = 20, purple = 10, red = 50"
1021,"blue = 20, purple = 20, red = 50"
1022,"blue = 20, purple = 30, red = 50"
1023,"blue = 20, purple = 40, red = 50"
1024,"blue = 20, purple = 50, red = 50"
1025,"blue = 20, red = 50, yellow = 10"
1026,"blue = 20, red = 50, yellow = 20"
1027,"blue = 20, red = 50, yellow = 30"
1028,"blue = 20, red = 50, yellow = 40"
1029,"blue = 20, red = 50, yellow = 50"
1030,"blue = 30, green = 10, red = 50"
1031,"blue = 30, green = 20, red = 50"
1032,"blue = 30, green = 30, red = 50"
1033,"blue = 30, green = 40, red = 50"
1034,"blue = 30, green = 50, red = 50"
1035,"blue = 30, purple = 10, red = 50"
1036,"blue = 30, purple = 20, red = 50"
1037,"blue = 30, purple = 30, red = 50"
1038,"blue = 30, purple = 40, red = 50"
1039,"blue = 30, purple = 50, red = 50"
1040,"blue = 30, red = 50, yellow = 10"
1041,"blue = 30, red = 50, yellow = 20"
1042,"blue = 30, red = 50, yellow = 30"
1043,"blue = 30, red = 50, yellow = 40"
1044,"blue = 30, red = 50, yellow = 50"
1045,"blue = 40, green = 10, red = 50"
1046,"blue = 40, green = 20, red = 50"
1047,"blue = 40, green = 30, red = 50"
1048,"blue = 40, green = 40, red = 50"
1049,"blue = 40, green = 50, red = 50"
1050,"blue = 40, purple = 10, red = 50"
1051,"blue = 40, purple = 20, red = 50"
1052,"blue = 40, purple = 30, red = 50"
1053,"blue = 40, purple = 40, red = 50"
1054,"blue = 40, purple = 50, red = 50"
1055,"blue = 40, red = 50, yellow = 10"
1056,"blue = 40, red = 50, yellow = 20"
1057,"blue = 40, red = 50, yellow = 30"
1058,"blue = 40, red = 50, yellow = 40"
1059,"blue = 40, red = 50, yellow = 50"
1060,"blue = 50, green = 10, red = 50"
1061,"blue = 50, green = 20, red = 50"
1062,"blue = 50, green = 30, red = 50"
1063,"blue = 50, green = 40, red = 50"
1064,"blue = 50, green = 50, red = 50"
1065,"blue = 50, purple = 10, red = 50"
1066,"blue = 50, purple = 20, red = 50"
1067,"blue = 50, purple = 30, red = 50"
1068,"blue = 50, purple = 40, red = 50"
1069,"blue = 50, purple = 50, red = 50"
1070,"blue = 50, red = 50, yellow = 10"
1071,"blue = 50, red = 50, yellow = 20"
1072,"blue = 50, red = 50, yellow = 30"
1073,"blue = 50, red = 50, yellow = 40"
1074,"blue = 50, red = 50, yellow = 50"
1075,"green = 10, purple = 10, red = 50"
1076,"green = 10, purple = 20, red = 50"
1077,"green = 10, purple = 30, red = 50"
1078,"green = 10, purple = 40, red = 50"
1079,"green = 10, purple = 50, red = 50"
1080,"green = 10, red = 50, yellow = 10"
1081,"green = 10, red = 50, yellow = 20"
1082,"green = 10, red = 50, yellow = 30"
1083,"green = 10, red = 50, yellow = 40"
1084,"green = 10, red = 50, yellow = 50"
1085,"green = 20, purple = 10, red = 50"
1086,"green = 20, purple = 20, red = 50"
1087,"green = 20, purple = 30, red = 50"
1088,"green = 20, purple = 40, red = 50"
1089,"green = 20, purple = 50, red = 50"
1090,"green = 20, red = 50, yellow = 10"
1091,"green = 20, red = 50, yellow = 20"
1092,"green = 20, red = 50, yellow = 30"
1093,"green = 20, red = 50, yellow = 40"
1094,"green = 20, red = 50, yellow = 50"
1095,"green = 30, purple = 10, red = 50"
1096,"green = 30, purple = 20, red = 50"
1097,"green = 30, purple = 30, red = 50"
1098,"green = 30, purple = 40, red = 50"
1099,"green = 30, purple = 50, red = 50"
1100,"green = 30, red = 50, yellow = 10"
1101,"green = 30, red = 50, yellow = 20"
1102,"green = 30, red = 50, yellow = 30"
1103,"green = 30, red = 50, yellow = 40"
1104,"green = 30, red = 50, yellow = 50"
1105,"green = 40, purple = 10, red = 50"
1106,"green = 40, purple = 20, red = 50"
1107,"green = 40, purple = 30, red = 50"
1108,"green = 40, purple = 40, red = 50"
1109,"green = 40, purple = 50, red = 50"
1110,"green = 40, red = 50, yellow = 10"
1111,"green = 40, red = 50, yellow = 20"
1112,"green = 40, red = 50, yellow = 30"
1113,"green = 40, red = 50, yellow = 40"
1114,"green = 40, red = 50, yellow = 50"
1115,"green = 50, purple = 10, red = 50"
1116,"green = 50, purple = 20, red = 50"
1117,"green = 50, purple = 30, red = 50"
1118,"green = 50, purple = 40, red = 50"
1119,"green = 50, purple = 50, red = 50"
1120,"green = 50, red = 50, yellow = 10"
1121,"green = 50, red = 50, yellow = 20"
1122,"green = 50, red = 50, yellow = 30"
1123,"green = 50, red = 50, yellow = 40"
1124,"green = 50, red = 50, yellow = 50"
1125,"purple = 10, red = 50, yellow = 10"
1126,"purple = 10, red = 50, yellow = 20"
1127,"purple = 10, red = 50, yellow = 30"
1128,"purple = 10, red = 50, yellow = 40"
1129,"purple = 10, red = 50, yellow = 50"
1130,"purple = 20, red = 50, yellow = 10"
1131,"purple = 20, red = 50, yellow = 20"
1132,"purple = 20, red = 50, yellow = 30"
1133,"purple = 20, red = 50, yellow = 40"
1134,"purple = 20, red = 50, yellow = 50"
1135,"purple = 30, red = 50, yellow = 10"
1136,"purple = 30, red = 50, yellow = 20"
1137,"purple = 30, red = 50, yellow = 30"
1138,"purple = 30, red = 50, yellow = 40"
1139,"purple = 30, red = 50, yellow = 50"
1140,"purple = 40, red = 50, yellow = 10"
1141,"purple = 40, red = 50, yellow = 20"
1142,"purple = 40, red = 50, yellow = 30"
1143,"purple = 40, red = 50, yellow = 40"
1144,"purple = 40, red = 50, yellow = 50"
1145,"purple = 50, red = 50, yellow = 10"
1146,"purple = 50, red = 50, yellow = 20"
1147,"purple = 50, red = 50, yellow = 30"
1148,"purple = 50, red = 50, yellow = 40"
1149,"purple = 50, red = 50, yellow = 50"
1150,"blue = 10, green = 10, purple = 10"
1151,"blue = 10, green = 10, purple = 20"
1152,"blue = 10, green = 10, purple = 30"
1153,"blue = 10, green = 10, purple = 40"
1154,"blue = 10, green = 10, purple = 50"
1155,"blue = 10, green = 10, yellow = 10"
1156,"blue = 10, green = 10, yellow = 20"
1157,"blue = 10, green = 10, yellow = 30"
1158,"blue = 10, green = 10, yellow = 40"
1159,"blue = 10, green = 10, yellow = 50"
1160,"blue = 10, green = 20, purple = 10"
1161,"blue = 10, green = 20, purple = 20"
1162,"blue = 10, green = 20, purple = 30"
1163,"blue = 10, green = 20, purple = 40"
1164,"blue = 10, green = 20, purple = 50"
1165,"blue = 10, green = 20, yellow = 10"
1166,"blue = 10, green = 20, yellow = 20"
1167,"blue = 10, green = 20, yellow = 30"
1168,"blue = 10, green = 20, yellow = 40"
1169,"blue = 10, green = 20, yellow = 50"
1170,"blue = 10, green = 30, purple = 10"
1171,"blue = 10, green = 30, purple = 20"
1172,"blue = 10, green = 30, purple = 30"
1173,"blue = 10, green = 30, purple = 40"
1174,"blue = 10, green = 30, purple = 50"
1175,"blue = 10, green = 30, yellow = 10"
1176,"blue = 10, green = 30, yellow = 20"
1177,"blue = 10, green = 30, yellow = 30"
1178,"blue = 10, green = 30, yellow = 40"
1179,"blue = 10, green = 30, yellow = 50"
1180,"blue = 10, green = 40, purple = 10"
1181,"blue = 10, green = 40, purple = 20"
1182,"blue = 10, green = 40, purple = 30"
1183,"blue = 10, green = 40, purple = 40"
1184,"blue = 10, green = 40, purple = 50"
1185,"blue = 10, green = 40, yellow = 10"
1186,"blue = 10, green = 40, yellow = 20"
1187,"blue = 10, green = 40, yellow = 30"
1188,"blue = 10, green = 40, yellow = 40"
1189,"blue = 10, green = 40, yellow = 50"
1190,"blue = 10, green = 50, purple = 10"
1191,"blue = 10, green = 50, purple = 20"
1192,"blue = 10, green = 50, purple = 30"
1193,"blue = 10, green = 50, purple = 40"
1194,"blue = 10, green = 50, purple = 50"
1195,"blue = 10, green = 50, yellow = 10"
1196,"blue = 10, green = 50, yellow = 20"
1197,"blue = 10, green = 50, yellow = 30"
1198,"blue = 10, green = 50, yellow = 40"
1199,"blue = 10, green = 50, yellow = 50"
1200,"blue = 10, purple = 10, yellow = 10"
1201,"blue = 10, purple = 10, yellow = 20"
1202,"blue = 10, purple = 10, yellow = 30"
1203,"blue = 10, purple = 10, yellow = 40"
1204,"blue = 10, purple = 10, yellow = 50"
1205,"blue = 10, purple = 20, yellow = 10"
1206,"blue = 10, purple = 20, yellow = 20"
1207,"blue = 10, purple = 20, yellow = 30"
1208,"blue = 10, purple = 20, yellow = 40"
1209,"blue = 10, purple = 20, yellow = 50"
1210,"blue = 10, purple = 30, yellow = 10"
1211,"blue = 10, purple = 30, yellow = 20"
1212,"blue = 10, purple = 30, yellow = 30"
1213,"blue = 10, purple = 30, yellow = 40"
1214,"blue = 10, purple = 30, yellow = 50"
1215,"blue = 10, purple = 40, yellow = 10"
1216,"blue = 10, purple = 40, yellow = 20"
1217,"blue = 10, purple = 40, yellow = 30"
1218,"blue = 10, purple = 40, yellow = 40"
1219,"blue = 10, purple = 40, yellow = 50"
1220,"blue = 10, purple = 50, yellow = 10"
1221,"blue = 10, purple = 50, yellow = 20"
1222,"blue = 10, purple = 50, yellow = 30"
1223,"blue = 10, purple = 50, yellow = 40"
1224,"blue = 10, purple = 50, yellow = 50"
1225,"blue = 20, green = 10, purple = 10"
1226,"blue = 20, green = 10, purple = 20"
1227,"blue = 20, green = 10, purple = 30"
1228,"blue = 20, green = 10, purple = 40"
1229,"blue = 20, green = 10, purple = 50"
1230,"blue = 20, green = 10, yellow = 10"
1231,"blue = 20, green = 10, yellow = 20"
1232,"blue = 20, green = 10, yellow = 30"
1233,"blue = 20, green = 10, yellow = 40"
1234,"blue = 20, green = 10, yellow = 50"
1235,"blue = 20, green = 20, purple = 10"
1236,"blue = 20, green = 20, purple = 20"
1237,"blue = 20, green = 20, purple = 30"
1238,"blue = 20, green = 20, purple = 40"
1239,"blue = 20, green = 20, purple = 50"
1240,"blue = 20, green = 20, yellow = 10"
1241,"blue = 20, green = 20, yellow = 20"
1242,"blue = 20, green = 20, yellow = 30"
1243,"blue = 20, green = 20, yellow = 40"
1244,"blue = 20, green = 20, yellow = 50"
1245,"blue = 20, green = 30, purple = 10"
1246,"blue = 20, green = 30, purple = 20"
1247,"blue = 20, green = 30, purple = 30"
1248,"blue = 20, green = 30, purple = 40"
1249,"blue = 20, green = 30, purple = 50"
1250,"blue = 20, green = 30, yellow = 10"
1251,"blue = 20, green = 30, yellow = 20"
1252,"blue = 20, green = 30, yellow = 30"
1253,"blue = 20, green = 30, yellow = 40"
1254,"blue = 20, green = 30, yellow = 50"
1255,"blue = 20, green = 40, purple = 10"
1256,"blue = 20, green = 40, purple = 20"
1257,"blue = 20, green = 40, purple = 30"
1258,"blue = 20, green = 40, purple = 40"
1259,"blue = 20, green = 40, purple = 50"
1260,"blue = 20, green = 40, yellow = 10"
1261,"blue = 20, green = 40, yellow = 20"
1262,"blue = 20, green = 40, yellow = 30"
1263,"blue = 20, green = 40, yellow = 40"
1264,"blue = 20, green = 40, yellow = 50"
1265,"blue = 20, green = 50, purple = 10"
1266,"blue = 20, green = 50, purple = 20"
1267,"blue = 20, green = 50, purple = 30"
1268,"blue = 20, green = 50, purple = 40"
1269,"blue = 20, green = 50, purple = 50"
1270,"blue = 20, green = 50, yellow = 10"
1271,"blue = 20, green = 50, yellow = 20"
1272,"blue = 20, green = 50, yellow = 30"
1273,"blue = 20, green = 50, yellow = 40"
1274,"blue = 20, green = 50, yellow = 50"
1275,"blue = 20, purple = 10, yellow = 10"
1276,"blue = 20, purple = 10, yellow = 20"
1277,"blue = 20, purple = 10, yellow = 30"
1278,"blue = 20, purple = 10, yellow = 40"
1279,"blue = 20, purple = 10, yellow = 50"
1280,"blue = 20, purple = 20, yellow = 10"
1281,"blue = 20, purple = 20, yellow = 20"
1282,"blue = 20, purple = 20, yellow = 30"
1283,"blue = 20, purple = 20, yellow = 40"
1284,"blue = 20, purple = 20, yellow = 50"
1285,"blue = 20, purple = 30, yellow = 10"
1286,"blue = 20, purple = 30, yellow = 20"
1287,"blue = 20, purple = 30, yellow = 30"
1288,"blue = 20, purple = 30, yellow = 40"
1289,"blue = 20, purple = 30, yellow = 50"
1290,"blue = 20, purple = 40, yellow = 10"
1291,"blue = 20, purple = 40, yellow = 20"
1292,"blue = 20, purple = 40, yellow = 30"
1293,"blue = 20, purple = 40, yellow = 40"
1294,"blue = 20, purple = 40, yellow = 50"
1295,"blue = 20, purple = 50, yellow = 10"
